"","Adaptation","Advertising","Architecture","Asphalt","Automotive","Awning","Banner","Bicycle","Biome","Brick","Brickwork","Building","Car","Chair","City","Cloud","Commercial","Condominium","Display","Door","Ecoregion","Facade","Fixture","Font","Games","Gas","Grass","Home","House","Human","Infrastructure","Land","Landscape","Light","Lighting","Line","Logo","Metropolitan","Mixed-use","Mode","Motor","Multimedia","Musical","Natural","Nature","Neighbourhood","Parking","Pc","Pedestrian","Photograph","Plant","Product","Property","Public","Real","Rectangle","Residential","Retail","Road","Roof","Sash","Screenshot","Shade","Shooter","Sidewalk","Siding","Sign","Signage","Sky","Snapshot","Software","Street","Table","Technology","Tent","Terrestrial","Thoroughfare","Tints","Tire","Travel","Tree","Umbrella","Urban","Vegetation","Vehicle","Video","Wall","Wheel","White","Window","Wood","Woody","World","Yellow","Zebra","link_id","num_images","Apartment","Black","Botany","Branch","Bus","Computer","Concrete","Cottage","Electricity","Fence","Graphics","Grassland","Green","Landmark","Leaf","Machine","Material","Moon","Orange","Room","Slope","Tar","Trunk","Vertebrate","Communication","Cumulus","Daytime","Electronic","Event","Fender","Filling","Flower","Forest","Gadget","Gasoline","Hood","Lawn","Leisure","Mesh","Organism","Output","Parallel","Plain","Rear-view","Rolling","Rural","Tour","Train","Truck","Van","Gps","Groundcover","Hazard","Map","People","Personal","Shrub","Sunlight","Traffic","Atmosphere","Cabinetry","Composite","Floor","Flooring","Geological","Horizon","Interior","Mammal","Prairie","Recreation","Water","Bicycles--Equipment","Passenger","Larch","Competition","Grille","Alloy","Camera","Field","Naval","Sport","Stadium","Animation","Engineering","Art","Brand","Compact","Handwriting","Player","Tower","Symmetry","Arch","Design","Electric","Fruit","Hubcap","Poster","Sink","Suit","Town","Christmas","Hat","Meteorological","Morning","Racing","Runway","Soil","Bird","Crescent","Stairs","Stop","Bumper","Evergreen","Flat","shortstraw","Baseball","Job","Trade","Transport","Waste","Space","Outdoor","Canopy","Sports","Agriculture","Air","Aircraft","Atmospheric","Auto","Flowering","Garden","Gesture","Helmet","Highland","Ladder","Overhead","Picket","Porch","Television","Triangle","Twig","Flowerpot","Lane","signaling","Carnivore","Aerospace","Aviation","Flag","Fuel","Number","Clock","Motorcycle","Astronomical","Mountain","Operating","Guitar","Scoreboard","Race","Metal","Wire","Fashion","Houseplant","Office","Bench","Food","Laptop","Billboard","Cartoon","Motorsport","News","Pole","Screen","Audio","Locomotive","Railroad","Railway","Track","Snow","Pattern","Meadow","id","type","data","gender","poly_area"
"71",0,0,0,185,6,0,NA,0,118,0,0,7,11,0,0,173,0,0,0,0,64,0,0,93,0,0,103,0,6,0,174,146,27,117,0,15,0,0,0,9,6,0,0,211,248,0,0,0,0,185,331,29,35,0,0,17,0,0,179,0,0,86,0,0,0,0,0,6,230,0,34,2,0,0,0,39,43,0,6,0,305,0,15,34,11,0,0,11,0,0,14,6,0,0,0,46,343,0,0,0,0,0,0,0,0,0,47,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"729","fearPolygon","Nő","Female",99726.3896002769
"72",0,0,0,366,196,0,NA,0,74,0,0,14,84,0,0,195,0,0,0,0,0,0,0,237,0,0,74,0,0,0,104,5,0,149,12,74,0,0,0,179,73,0,0,148,216,0,4,0,0,7,236,0,0,0,0,0,0,0,103,0,0,308,0,0,0,0,0,0,366,0,83,27,0,5,0,0,0,0,66,0,224,0,20,0,98,0,0,49,0,0,0,0,0,0,0,47,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,10,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"729","safePolygon","Nő","Female",18924.0552590191
"73",3,7,88,1301,629,17,NA,0,379,6,6,1149,740,19,227,1435,12,2,42,5,47,182,7,389,5,0,175,0,63,23,916,386,9,0,119,75,0,16,9,523,457,65,0,157,252,67,20,0,1,237,1038,10,164,54,81,3,40,0,1056,0,0,672,48,0,16,0,0,49,1392,0,81,163,24,15,35,25,253,0,558,2,1000,17,1097,47,901,0,7,557,0,950,17,81,22,0,0,48,2085,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,16,NA,0,13,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,14,7,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"729","safePolygon","Nő","Female",15767.0133373057
"74",501,535,4370,21926,8575,0,NA,18,10040,634,227,23130,12006,56,576,18245,68,51,117,3241,454,7138,1468,9218,156,1079,2213,471,7647,0,14152,7011,151,2304,3079,3488,6,8,0,7337,5315,118,56,725,3739,1173,21,37,2,7151,19704,577,12402,279,1941,934,1849,7,16907,335,24,12665,59,65,17,65,35,333,22874,107,1714,1615,0,440,1,773,3339,193,7359,45,18061,7,12643,622,10604,165,967,5949,217,22723,2508,1725,1161,292,0,49,37804,0,0,0,74,167,90,0,131,37,78,257,0,351,53,0,223,385,53,0,100,75,0,0,0,0,0,0,56,2,39,0,82,0,92,0,50,0,0,NA,19,39,0,0,0,0,0,0,0,0,35,NA,102,NA,0,0,40,63,0,4,0,0,114,0,0,0,0,0,0,NA,1,0,4,0,0,NA,0,36,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,467,176,45,17,46,38,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,3,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,56,NA,0,1,NA,2,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"730","fearPolygon","Férfi","Male",247333.594378397
"75",119,0,108,2512,221,0,NA,0,2300,0,0,1043,222,0,0,1845,0,0,0,14,696,27,0,1276,0,1,337,0,509,0,1217,811,110,417,519,501,0,0,0,827,128,0,0,2129,1693,33,0,0,0,460,3357,31,448,14,25,0,84,0,1800,0,0,1330,9,0,4,0,0,0,2830,0,164,322,0,12,0,339,586,0,128,0,3719,0,1097,517,248,0,0,93,0,772,0,656,210,64,0,5,3963,0,0,13,129,0,9,0,2,0,104,141,0,71,0,104,0,0,27,0,0,0,0,0,0,18,0,0,15,0,0,0,0,8,3,0,0,4,0,NA,19,24,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716","fearPolygon","Nő","Female",51567.1649771333
"76",418,204,2153,37875,21601,0,NA,173,13131,0,0,18948,20773,0,167,23573,0,521,144,347,4929,2131,153,17479,126,396,7099,16,2094,0,19519,12513,1471,6472,4706,9518,99,0,0,10852,11707,1090,0,6831,8808,526,64,3,28,9106,34115,939,8882,764,906,555,975,0,23666,73,0,25323,80,160,78,0,0,23,40044,27,5112,5056,0,1091,0,615,4885,14,16046,0,34485,9,19995,605,20391,144,73,14301,37,10236,729,4140,3182,55,1,53,56466,13,124,26,166,153,186,0,0,0,223,570,1190,536,38,36,17,0,721,0,117,154,37,12,0,84,16,17,242,0,0,0,0,0,238,0,195,38,67,NA,37,500,23,1565,5,77,2,0,4,0,23,NA,2,NA,18,0,133,0,1,0,43,12,120,0,186,0,194,110,0,NA,61,0,5,7,0,NA,39,0,0,NA,0,20,NA,0,NA,13,56,13,0,17,68,0,0,85,58,0,0,NA,NA,1,0,2,1,0,5,31,26,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,30,NA,0,3,NA,NA,5,NA,0,NA,0,0,0,0,70,NA,39,40,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,NA,8,0,NA,0,NA,NA,0,0,65,19,4,2,5,8,6,0,0,0,0,0,0,0,0,"730","safePolygon","Férfi","Male",331659.904760346
"77",0,0,7,94,31,0,NA,0,28,0,0,61,46,0,1,9,0,0,0,1,1,1,0,25,0,0,8,0,0,0,52,14,0,23,13,19,0,0,0,24,21,0,0,12,28,0,0,0,0,31,99,2,15,6,0,0,3,0,54,0,0,48,0,1,0,0,0,0,90,0,4,7,0,1,0,1,12,0,38,0,101,0,63,0,39,0,1,33,0,19,0,11,12,0,0,54,122,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"730","safePolygon","Férfi","Male",0
"78",91,0,216,1488,175,0,NA,0,1079,69,31,1936,514,0,0,1953,0,0,0,165,170,365,221,796,2,0,264,0,501,0,854,811,3,186,304,473,0,0,0,453,116,0,0,95,391,147,0,0,0,358,1317,47,906,0,92,197,111,0,1237,30,60,1199,0,0,0,3,0,0,2071,0,143,45,0,20,0,39,237,0,425,0,1183,0,1067,44,436,0,95,394,1,1659,321,15,60,0,0,57,2826,0,1,0,0,0,0,28,0,11,0,288,1,44,23,0,0,95,0,40,33,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"731","fearPolygon","Férfi","Male",39601.3762541562
"79",497,23,190,4640,1715,0,NA,0,2753,0,0,2375,2024,0,53,1832,0,74,3,238,270,364,0,2522,0,89,665,34,569,0,1507,1260,57,200,370,300,0,0,0,1118,1848,26,0,1023,1231,113,1,0,0,196,5079,113,1053,146,296,0,192,0,3240,0,0,2465,179,28,0,0,0,0,2883,2,288,217,0,254,0,160,1222,0,1545,0,5711,0,3885,653,2088,38,51,1220,43,2008,52,1077,120,56,0,6,6711,0,0,38,0,116,24,0,0,1,106,52,0,0,0,0,0,0,104,0,0,0,0,42,2,0,0,0,3,0,0,0,0,0,2,35,0,0,1,NA,39,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"716","fearPolygon","Nő","Female",15713.3847626969
"80",0,0,22,77,70,0,NA,0,2,17,0,114,48,0,0,75,0,0,0,16,0,53,14,69,0,1,0,9,19,0,58,9,0,0,12,32,0,0,0,33,23,1,0,0,1,0,0,0,0,11,16,3,31,0,9,35,0,0,73,2,0,62,0,0,0,15,0,5,75,0,2,4,0,0,0,0,27,1,35,0,22,0,51,0,28,2,16,23,0,120,25,0,0,2,0,61,148,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"731","safePolygon","Férfi","Male",4811.02245572209
"81",0,0,31,626,119,23,NA,0,56,1,1,565,175,0,179,548,20,36,36,1,0,181,3,239,0,0,29,0,0,1,382,34,0,24,163,99,0,5,0,317,60,158,0,3,22,32,7,0,7,148,168,31,28,1,28,1,3,0,399,0,0,400,46,0,33,0,0,29,499,0,30,94,23,4,0,23,174,0,54,0,205,23,593,0,161,30,2,54,0,364,0,29,38,0,0,62,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,23,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"732","safePolygon","Nő","Female",3052.08317883685
"82",4,0,39,506,31,0,NA,0,519,0,0,472,171,0,0,96,0,0,0,11,34,29,9,287,0,0,252,0,49,0,163,195,40,17,108,60,0,0,0,41,58,0,0,162,364,0,0,0,0,146,683,0,267,0,44,22,5,0,340,0,0,530,0,0,0,0,0,0,528,0,95,9,0,0,0,0,48,5,130,0,724,0,415,25,196,24,20,121,0,479,2,41,137,14,0,63,893,0,0,0,22,0,0,0,0,0,0,74,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,NA,0,0,0,5,0,0,0,0,0,0,29,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"732","safePolygon","Nő","Female",3047.01709018368
"83",23,2,9,1290,356,0,NA,3,464,11,11,352,351,0,0,1471,0,0,12,9,268,42,6,480,0,6,309,0,81,0,903,466,42,221,43,353,0,0,0,571,222,30,0,415,640,0,0,0,0,424,1428,48,232,11,36,0,29,0,937,0,0,672,5,0,0,0,0,2,1693,0,121,84,0,55,0,77,403,0,174,1,1398,0,277,105,301,0,0,145,1,210,1,88,37,5,0,65,1875,0,3,6,5,0,5,0,0,7,13,2,13,10,0,0,0,0,18,0,0,10,0,0,1,2,10,0,18,0,0,0,0,0,10,0,0,1,0,NA,8,7,0,23,1,0,0,0,0,9,2,NA,27,NA,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,6,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,34,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"732","fearPolygon","Nő","Female",392366.708873399
"84",8,1,3,334,111,0,NA,1,104,1,1,57,69,0,0,250,0,0,1,1,122,6,1,165,0,0,75,0,7,0,250,89,13,86,12,87,0,0,0,154,46,7,0,134,165,1,0,0,0,131,377,27,34,1,2,1,2,0,250,0,0,196,0,0,0,0,0,0,434,0,39,19,0,12,0,15,105,0,42,0,361,0,63,16,52,1,0,25,1,36,0,29,10,1,0,67,474,0,3,2,2,0,1,0,0,4,4,4,10,0,0,0,0,0,11,0,0,3,0,0,5,1,2,0,7,0,0,0,0,1,2,0,0,0,0,NA,2,1,0,12,0,0,0,0,0,2,1,NA,2,NA,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,3,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,1,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"735","fearPolygon","Férfi","Male",0
"85",964,353,971,48411,13040,0,NA,153,23004,195,195,19692,11334,0,0,52497,0,0,582,240,13702,1519,102,20546,25,493,13140,0,7993,0,31562,23603,2173,9071,2825,11219,14,0,0,18951,7189,962,0,20314,25546,472,0,0,0,17409,60111,2500,10262,177,1818,148,1315,0,33891,29,0,28190,120,0,0,0,0,114,67768,102,3786,3231,0,1648,0,2581,13094,60,6335,80,55069,0,10779,3031,8730,67,0,4411,47,13065,110,4491,1760,118,0,72,75125,0,139,173,234,0,292,0,25,535,1145,854,485,354,1,26,33,0,936,0,0,1279,0,0,181,184,296,0,628,0,0,0,25,13,457,0,0,170,2,NA,315,158,0,1030,52,0,52,0,0,179,98,NA,201,NA,9,0,5,161,0,79,0,0,39,0,0,0,0,0,24,NA,10,10,31,0,124,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,95,0,0,0,0,39,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,52,353,0,36,NA,NA,NA,0,4,0,0,0,44,0,0,NA,0,0,NA,NA,0,NA,0,NA,84,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"736","fearPolygon","Férfi","Male",519827.769264102
"86",94,0,50,1132,143,0,NA,0,494,0,0,423,107,0,0,429,0,0,0,0,0,13,0,352,1,26,112,0,72,0,613,110,0,344,127,229,0,0,0,431,65,36,0,65,277,5,0,0,0,311,948,0,133,0,1,0,36,0,774,0,0,650,0,0,0,0,0,17,997,15,191,225,0,62,0,0,353,0,52,0,1310,0,631,0,121,0,0,52,4,293,0,188,136,0,0,74,1337,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"736","safePolygon","Férfi","Male",10930.8184921872
"87",0,0,3,386,191,0,NA,0,30,0,0,177,203,0,0,468,0,0,0,59,1,61,0,52,0,0,17,0,17,0,324,56,0,12,41,73,0,0,0,196,243,0,0,0,15,0,0,0,0,45,202,2,75,8,59,0,0,0,314,0,0,225,0,0,0,0,0,0,503,0,10,130,0,18,0,6,81,0,144,0,273,0,143,6,233,0,0,175,0,177,0,7,0,20,0,79,561,0,0,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,NA,0,0,0,0,0,0,0,20,0,0,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"739","safePolygon","Férfi","Male",4308.36948459595
"88",0,30,0,1033,351,0,NA,0,377,0,0,192,397,0,0,1169,0,0,99,42,133,131,0,822,175,111,271,0,1,0,439,274,6,81,32,328,116,0,0,285,229,232,0,136,182,0,0,69,1,137,866,101,38,0,0,17,0,0,690,0,0,1054,0,14,0,0,0,22,1175,5,458,78,0,266,0,20,34,0,311,0,804,0,312,41,378,129,0,300,0,36,20,24,41,0,0,80,1558,0,0,0,0,0,15,0,0,0,0,6,22,0,0,0,23,0,0,0,14,17,0,0,0,0,0,0,88,14,0,0,0,0,0,0,0,0,0,NA,0,0,0,14,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,26,0,NA,0,NA,0,0,0,0,0,0,0,0,23,88,0,0,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,4,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"739","safePolygon","Férfi","Male",8641.95844841748
"89",0,1,0,345,581,0,NA,0,31,0,0,49,290,0,1,271,0,0,10,0,0,1,0,171,2,0,33,0,0,0,188,96,0,85,48,34,0,0,0,122,242,25,0,68,62,0,0,0,0,0,175,18,0,18,0,0,0,0,129,0,0,223,0,0,0,0,0,1,384,0,25,84,0,50,0,0,0,0,240,0,107,0,26,0,326,2,0,192,0,0,0,0,0,0,0,81,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,29,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"739","safePolygon","Férfi","Male",23109.2547978014
"90",1101,337,1510,47241,14062,0,NA,66,21608,143,89,15087,12575,0,45,44202,0,13,258,689,20039,1573,182,22979,158,620,10420,46,5584,0,31827,17863,2688,10646,2123,10585,0,0,0,16410,9081,948,0,23566,22769,376,40,0,0,16179,57799,3184,8374,414,1068,262,964,0,33692,40,7,29495,250,50,73,0,0,228,64817,48,5172,2949,0,1565,0,2301,12150,1,7648,46,52424,0,12805,3508,10592,130,269,6110,146,11166,346,4082,1522,149,0,82,73564,0,153,155,212,222,288,0,185,438,711,680,900,1274,0,14,43,0,1143,0,8,847,0,4,603,140,218,10,433,1,16,15,75,22,326,31,100,94,60,NA,227,236,11,2064,11,228,8,47,350,159,208,NA,115,NA,0,0,4,126,1,42,0,0,5,0,0,0,20,0,2,NA,15,11,22,0,38,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0,10,0,0,5,0,16,0,0,0,NA,NA,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,32,206,0,4,NA,NA,NA,0,2,0,0,0,24,0,0,NA,0,0,NA,NA,0,NA,71,NA,78,14,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,10,0,0,0,0,0,0,28,2,6,85,97,0,0,0,"739","fearPolygon","Férfi","Male",1058849.95950745
